layer,benchmark,model,score,error,neurons
encoder.layer.7,Blank2014fROI-encoding,xlnet-large-cased-untrained,-0.029800308,0.019289978,1024.0
encoder.layer.8,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.004895689,0.089403392,1024.0
encoder.layer.9,Blank2014fROI-encoding,xlnet-large-cased-untrained,-0.017951601,0.060974505,1024.0
encoder.layer.10,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.063791221,0.060991964,1024.0
encoder.layer.11,Blank2014fROI-encoding,xlnet-large-cased-untrained,-0.038074337,0.115153827,1024.0
encoder.layer.12,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.060721346,0.141871018,1024.0
encoder.layer.13,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.038050392,0.026144596,1024.0
encoder.layer.14,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.024847489,0.043373254,1024.0
encoder.layer.15,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.053412806,0.094114418,1024.0
encoder.layer.16,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.006871109,0.05896896,1024.0
encoder.layer.17,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.022963771,0.046746121,1024.0
encoder.layer.18,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.082486431,0.044184563,1024.0
encoder.layer.19,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.007601157,0.10542299,1024.0
encoder.layer.20,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.087507296,0.098343432,1024.0
encoder.layer.21,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.054067163,0.0264595,1024.0
encoder.layer.22,Blank2014fROI-encoding,xlnet-large-cased-untrained,-0.024122067,0.076005954,1024.0
encoder.layer.23,Blank2014fROI-encoding,xlnet-large-cased-untrained,0.026176938,0.082910453,1024.0
w,Blank2014fROI-encoding,ctrl,-0.026336056,0.090573444,1280.0
h.0,Blank2014fROI-encoding,ctrl,-0.014937409,0.036122328,1280.0
h.1,Blank2014fROI-encoding,ctrl,0.116288759,0.114835819,1280.0
h.2,Blank2014fROI-encoding,ctrl,0.102095037,0.116907833,1280.0
h.3,Blank2014fROI-encoding,ctrl,0.172266209,0.11960989,1280.0
h.4,Blank2014fROI-encoding,ctrl,0.209879063,0.048102316,1280.0
h.5,Blank2014fROI-encoding,ctrl,0.142709815,0.065223063,1280.0
h.6,Blank2014fROI-encoding,ctrl,0.232542305,0.118067588,1280.0
h.7,Blank2014fROI-encoding,ctrl,0.164146442,0.131312349,1280.0
h.8,Blank2014fROI-encoding,ctrl,0.178521739,0.072335164,1280.0
h.9,Blank2014fROI-encoding,ctrl,0.10137766,0.168980088,1280.0
h.10,Blank2014fROI-encoding,ctrl,0.12656127,0.049469489,1280.0
h.11,Blank2014fROI-encoding,ctrl,0.112452454,0.076181947,1280.0
h.12,Blank2014fROI-encoding,ctrl,0.158924438,0.093696426,1280.0
h.13,Blank2014fROI-encoding,ctrl,0.139983905,0.07740792,1280.0
h.14,Blank2014fROI-encoding,ctrl,0.135341115,0.057899759,1280.0
h.15,Blank2014fROI-encoding,ctrl,0.161105912,0.024004303,1280.0
h.16,Blank2014fROI-encoding,ctrl,0.144632978,0.077556441,1280.0
h.17,Blank2014fROI-encoding,ctrl,0.130742112,0.035193906,1280.0
h.18,Blank2014fROI-encoding,ctrl,0.162519946,0.154043931,1280.0
h.19,Blank2014fROI-encoding,ctrl,0.179961137,0.125054253,1280.0
h.20,Blank2014fROI-encoding,ctrl,0.167408301,0.047622025,1280.0
h.21,Blank2014fROI-encoding,ctrl,0.117809562,0.080856953,1280.0
h.22,Blank2014fROI-encoding,ctrl,0.146626769,0.03941464,1280.0
h.23,Blank2014fROI-encoding,ctrl,0.129280288,0.060509618,1280.0
h.24,Blank2014fROI-encoding,ctrl,0.117907934,0.066534995,1280.0
h.25,Blank2014fROI-encoding,ctrl,0.071853655,0.045760565,1280.0
h.26,Blank2014fROI-encoding,ctrl,0.112263291,0.045218495,1280.0
h.27,Blank2014fROI-encoding,ctrl,0.099689393,0.107421146,1280.0
h.28,Blank2014fROI-encoding,ctrl,0.161733017,0.126366393,1280.0
h.29,Blank2014fROI-encoding,ctrl,0.124654037,0.104780075,1280.0
h.30,Blank2014fROI-encoding,ctrl,0.073105327,0.150542138,1280.0
h.31,Blank2014fROI-encoding,ctrl,0.143215496,0.154796914,1280.0
h.32,Blank2014fROI-encoding,ctrl,0.063660509,0.154719789,1280.0
h.33,Blank2014fROI-encoding,ctrl,0.138626879,0.166090782,1280.0
h.34,Blank2014fROI-encoding,ctrl,0.124110344,0.086634835,1280.0
h.35,Blank2014fROI-encoding,ctrl,0.166642522,0.118890851,1280.0
h.36,Blank2014fROI-encoding,ctrl,0.137042999,0.090714422,1280.0
h.37,Blank2014fROI-encoding,ctrl,0.180846568,0.094635729,1280.0
h.38,Blank2014fROI-encoding,ctrl,0.152145493,0.046108216,1280.0
h.39,Blank2014fROI-encoding,ctrl,0.166043006,0.074308473,1280.0
h.40,Blank2014fROI-encoding,ctrl,0.200488288,0.05038081,1280.0
h.41,Blank2014fROI-encoding,ctrl,0.20311821,0.01840208,1280.0
h.42,Blank2014fROI-encoding,ctrl,0.147699586,0.041461559,1280.0
h.43,Blank2014fROI-encoding,ctrl,0.165428548,0.028039,1280.0
h.44,Blank2014fROI-encoding,ctrl,0.181761713,0.015176487,1280.0
h.45,Blank2014fROI-encoding,ctrl,0.240147975,0.024814654,1280.0
h.46,Blank2014fROI-encoding,ctrl,0.236126056,0.053224109,1280.0
h.47,Blank2014fROI-encoding,ctrl,0.225199319,0.071490694,1280.0
w,Blank2014fROI-encoding,ctrl-untrained,0.02574548,0.074075925,1280.0
h.0,Blank2014fROI-encoding,ctrl-untrained,-0.009320427,0.07679658,1280.0
h.1,Blank2014fROI-encoding,ctrl-untrained,0.04286743,0.071369494,1280.0
h.2,Blank2014fROI-encoding,ctrl-untrained,-0.004227743,0.1058634,1280.0
h.3,Blank2014fROI-encoding,ctrl-untrained,0.044973112,0.024222299,1280.0
h.4,Blank2014fROI-encoding,ctrl-untrained,0.062652382,0.039509065,1280.0
h.5,Blank2014fROI-encoding,ctrl-untrained,0.079950719,0.032595116,1280.0
h.6,Blank2014fROI-encoding,ctrl-untrained,0.020296578,0.017418332,1280.0
h.7,Blank2014fROI-encoding,ctrl-untrained,0.0571173,0.009624964,1280.0
h.8,Blank2014fROI-encoding,ctrl-untrained,0.043884768,0.017365748,1280.0
h.9,Blank2014fROI-encoding,ctrl-untrained,0.052879373,0.010286063,1280.0
h.10,Blank2014fROI-encoding,ctrl-untrained,0.14244746,0.074453996,1280.0
h.11,Blank2014fROI-encoding,ctrl-untrained,0.084909905,0.083272618,1280.0
h.12,Blank2014fROI-encoding,ctrl-untrained,0.146984561,0.087635963,1280.0
h.13,Blank2014fROI-encoding,ctrl-untrained,0.134283399,0.01141131,1280.0
h.14,Blank2014fROI-encoding,ctrl-untrained,0.128735606,0.040727875,1280.0
h.15,Blank2014fROI-encoding,ctrl-untrained,0.098684785,0.058483257,1280.0
h.16,Blank2014fROI-encoding,ctrl-untrained,0.105166343,0.031279466,1280.0
h.17,Blank2014fROI-encoding,ctrl-untrained,0.060676201,0.014618999,1280.0
h.18,Blank2014fROI-encoding,ctrl-untrained,0.123172073,0.024890805,1280.0
h.19,Blank2014fROI-encoding,ctrl-untrained,0.083732766,0.033889249,1280.0
h.20,Blank2014fROI-encoding,ctrl-untrained,0.05657708,0.07368919,1280.0
h.21,Blank2014fROI-encoding,ctrl-untrained,0.075581528,0.094778858,1280.0
h.22,Blank2014fROI-encoding,ctrl-untrained,0.040989083,0.064002036,1280.0
h.23,Blank2014fROI-encoding,ctrl-untrained,0.111225147,0.060757416,1280.0
h.24,Blank2014fROI-encoding,ctrl-untrained,0.05902399,0.049728885,1280.0
h.25,Blank2014fROI-encoding,ctrl-untrained,0.105039209,0.035375795,1280.0
h.26,Blank2014fROI-encoding,ctrl-untrained,0.109995124,0.032558766,1280.0
h.27,Blank2014fROI-encoding,ctrl-untrained,0.050170005,0.032079453,1280.0
h.28,Blank2014fROI-encoding,ctrl-untrained,0.01463823,0.036854987,1280.0
h.29,Blank2014fROI-encoding,ctrl-untrained,0.050525757,0.048488025,1280.0
h.30,Blank2014fROI-encoding,ctrl-untrained,0.036151801,0.010169654,1280.0
h.31,Blank2014fROI-encoding,ctrl-untrained,0.002590015,0.069940529,1280.0
h.32,Blank2014fROI-encoding,ctrl-untrained,0.00993747,0.130857818,1280.0
h.33,Blank2014fROI-encoding,ctrl-untrained,0.032032237,0.06574555,1280.0
h.34,Blank2014fROI-encoding,ctrl-untrained,0.067739077,0.082236696,1280.0
h.35,Blank2014fROI-encoding,ctrl-untrained,0.084901098,0.025968471,1280.0
h.36,Blank2014fROI-encoding,ctrl-untrained,0.060040303,0.057774441,1280.0
h.37,Blank2014fROI-encoding,ctrl-untrained,0.025236309,0.010454655,1280.0
h.38,Blank2014fROI-encoding,ctrl-untrained,0.007451982,0.017365355,1280.0
h.39,Blank2014fROI-encoding,ctrl-untrained,0.025808734,0.040467613,1280.0
h.40,Blank2014fROI-encoding,ctrl-untrained,0.029007638,0.01362895,1280.0
h.41,Blank2014fROI-encoding,ctrl-untrained,0.01467383,0.00270327,1280.0
h.42,Blank2014fROI-encoding,ctrl-untrained,0.029647042,0.005106206,1280.0
h.43,Blank2014fROI-encoding,ctrl-untrained,0.034397544,0.015778936,1280.0
h.44,Blank2014fROI-encoding,ctrl-untrained,0.039605661,0.029824008,1280.0
h.45,Blank2014fROI-encoding,ctrl-untrained,0.034104266,0.015372509,1280.0
h.46,Blank2014fROI-encoding,ctrl-untrained,0.00730062,0.021165972,1280.0
h.47,Blank2014fROI-encoding,ctrl-untrained,0.034843303,0.046996896,1280.0
shared,Blank2014fROI-encoding,t5-small,0.053998588,0.009879563,512.0
encoder.block.0,Blank2014fROI-encoding,t5-small,0.016171974,0.088880569,512.0
encoder.block.1,Blank2014fROI-encoding,t5-small,-0.049879975,0.079764015,512.0
encoder.block.2,Blank2014fROI-encoding,t5-small,0.048998417,0.046600609,512.0
encoder.block.3,Blank2014fROI-encoding,t5-small,0.106667091,0.022090209,512.0
encoder.block.4,Blank2014fROI-encoding,t5-small,0.167086149,0.025221466,512.0
encoder.block.5,Blank2014fROI-encoding,t5-small,0.185176345,0.042100609,512.0
shared,Blank2014fROI-encoding,t5-small-untrained,0.018098923,0.003195116,512.0
encoder.block.0,Blank2014fROI-encoding,t5-small-untrained,-0.014772122,0.141702162,512.0
encoder.block.1,Blank2014fROI-encoding,t5-small-untrained,0.04460943,0.060863384,512.0
encoder.block.2,Blank2014fROI-encoding,t5-small-untrained,0.040999302,0.036409133,512.0
encoder.block.3,Blank2014fROI-encoding,t5-small-untrained,0.143827455,0.022797902,512.0
encoder.block.4,Blank2014fROI-encoding,t5-small-untrained,0.151274483,0.073884432,512.0
encoder.block.5,Blank2014fROI-encoding,t5-small-untrained,0.131325407,0.016463173,512.0
shared,Blank2014fROI-encoding,t5-base,-0.00989068,0.014910092,768.0
encoder.block.0,Blank2014fROI-encoding,t5-base,-0.021395418,0.101169532,768.0
encoder.block.1,Blank2014fROI-encoding,t5-base,0.065879003,0.112225351,768.0
encoder.block.2,Blank2014fROI-encoding,t5-base,0.063164618,0.039265357,768.0
encoder.block.3,Blank2014fROI-encoding,t5-base,0.094254174,0.026700535,768.0
encoder.block.4,Blank2014fROI-encoding,t5-base,0.088712253,0.046272371,768.0
encoder.block.5,Blank2014fROI-encoding,t5-base,0.060689409,0.025606971,768.0
encoder.block.6,Blank2014fROI-encoding,t5-base,0.142146613,0.080176007,768.0
encoder.block.7,Blank2014fROI-encoding,t5-base,0.086187713,0.014550195,768.0
encoder.block.8,Blank2014fROI-encoding,t5-base,0.076007113,0.138991961,768.0
encoder.block.9,Blank2014fROI-encoding,t5-base,0.142972869,0.087818182,768.0
encoder.block.10,Blank2014fROI-encoding,t5-base,0.16188032,0.065580367,768.0
encoder.block.11,Blank2014fROI-encoding,t5-base,0.20703879,0.082409307,768.0
shared,Blank2014fROI-encoding,t5-base-untrained,0.007968934,0.042025072,768.0
encoder.block.0,Blank2014fROI-encoding,t5-base-untrained,0.037184504,0.068282393,768.0
encoder.block.1,Blank2014fROI-encoding,t5-base-untrained,0.041362256,0.020975349,768.0
encoder.block.2,Blank2014fROI-encoding,t5-base-untrained,0.031679768,0.04784286,768.0
encoder.block.3,Blank2014fROI-encoding,t5-base-untrained,0.026159939,0.14352362,768.0
encoder.block.4,Blank2014fROI-encoding,t5-base-untrained,0.054921612,0.13024031,768.0
encoder.block.5,Blank2014fROI-encoding,t5-base-untrained,0.044739902,0.079480911,768.0
encoder.block.6,Blank2014fROI-encoding,t5-base-untrained,0.030941462,0.043420137,768.0
encoder.block.7,Blank2014fROI-encoding,t5-base-untrained,-0.006092239,0.054147133,768.0
encoder.block.8,Blank2014fROI-encoding,t5-base-untrained,0.090133171,0.115309388,768.0
encoder.block.9,Blank2014fROI-encoding,t5-base-untrained,0.079440549,0.056575453,768.0
encoder.block.10,Blank2014fROI-encoding,t5-base-untrained,0.071514604,0.059810927,768.0
encoder.block.11,Blank2014fROI-encoding,t5-base-untrained,0.108313015,0.112387485,768.0
shared,Blank2014fROI-encoding,t5-large,-0.035570882,0.020907117,1024.0
encoder.block.0,Blank2014fROI-encoding,t5-large,-0.053590421,0.01670231,1024.0
encoder.block.1,Blank2014fROI-encoding,t5-large,0.027635236,0.093753817,1024.0
encoder.block.2,Blank2014fROI-encoding,t5-large,0.035032614,0.089544289,1024.0
encoder.block.3,Blank2014fROI-encoding,t5-large,-0.008700407,0.037776196,1024.0
encoder.block.4,Blank2014fROI-encoding,t5-large,-0.025452205,0.053788727,1024.0
encoder.block.5,Blank2014fROI-encoding,t5-large,0.017041131,0.04075526,1024.0
encoder.block.6,Blank2014fROI-encoding,t5-large,-0.041554108,0.050289637,1024.0
encoder.block.7,Blank2014fROI-encoding,t5-large,0.024672032,0.018944717,1024.0
encoder.block.8,Blank2014fROI-encoding,t5-large,-0.033050009,0.07128497,1024.0
encoder.block.9,Blank2014fROI-encoding,t5-large,-0.030315569,0.054047557,1024.0
encoder.block.10,Blank2014fROI-encoding,t5-large,0.003659433,0.056533535,1024.0
encoder.block.11,Blank2014fROI-encoding,t5-large,0.011403834,0.15018999,1024.0
encoder.block.12,Blank2014fROI-encoding,t5-large,-0.001719682,0.038382948,1024.0
encoder.block.13,Blank2014fROI-encoding,t5-large,-0.05674935,0.011080287,1024.0
encoder.block.14,Blank2014fROI-encoding,t5-large,0.026354858,0.064602095,1024.0
encoder.block.15,Blank2014fROI-encoding,t5-large,0.060813407,0.126397668,1024.0
encoder.block.16,Blank2014fROI-encoding,t5-large,0.091407927,0.060936231,1024.0
encoder.block.17,Blank2014fROI-encoding,t5-large,0.072785559,0.057158355,1024.0
encoder.block.18,Blank2014fROI-encoding,t5-large,0.033097379,0.017449319,1024.0
encoder.block.19,Blank2014fROI-encoding,t5-large,0.118312511,0.039287098,1024.0
encoder.block.20,Blank2014fROI-encoding,t5-large,0.013116514,0.027455178,1024.0
encoder.block.21,Blank2014fROI-encoding,t5-large,0.067632299,0.011196706,1024.0
encoder.block.22,Blank2014fROI-encoding,t5-large,0.016445598,0.018226706,1024.0
encoder.block.23,Blank2014fROI-encoding,t5-large,0.0286283,0.018072381,1024.0
shared,Blank2014fROI-encoding,t5-large-untrained,0.040455023,0.006965,1024.0
encoder.block.0,Blank2014fROI-encoding,t5-large-untrained,0.014974434,0.145450137,1024.0
encoder.block.1,Blank2014fROI-encoding,t5-large-untrained,-0.04876982,0.072731921,1024.0
encoder.block.2,Blank2014fROI-encoding,t5-large-untrained,0.012116798,0.036604691,1024.0
encoder.block.3,Blank2014fROI-encoding,t5-large-untrained,0.060287162,0.1159823,1024.0
encoder.block.4,Blank2014fROI-encoding,t5-large-untrained,-0.056274616,0.095898938,1024.0
encoder.block.5,Blank2014fROI-encoding,t5-large-untrained,-0.018016966,0.060676301,1024.0
encoder.block.6,Blank2014fROI-encoding,t5-large-untrained,0.032183184,0.057922212,1024.0
encoder.block.7,Blank2014fROI-encoding,t5-large-untrained,0.085759852,0.059158009,1024.0
encoder.block.8,Blank2014fROI-encoding,t5-large-untrained,0.092238203,0.048601022,1024.0
encoder.block.9,Blank2014fROI-encoding,t5-large-untrained,0.041569112,0.093757873,1024.0
encoder.block.10,Blank2014fROI-encoding,t5-large-untrained,0.081663569,0.021375162,1024.0
encoder.block.11,Blank2014fROI-encoding,t5-large-untrained,0.080829405,0.071665225,1024.0
encoder.block.12,Blank2014fROI-encoding,t5-large-untrained,0.006579939,0.031945959,1024.0
encoder.block.13,Blank2014fROI-encoding,t5-large-untrained,0.043361586,0.01587587,1024.0
encoder.block.14,Blank2014fROI-encoding,t5-large-untrained,-0.007828656,0.038491543,1024.0
encoder.block.15,Blank2014fROI-encoding,t5-large-untrained,-0.006468189,0.014700919,1024.0
encoder.block.16,Blank2014fROI-encoding,t5-large-untrained,0.015840185,0.011228214,1024.0
encoder.block.17,Blank2014fROI-encoding,t5-large-untrained,0.034911816,0.051755042,1024.0
encoder.block.18,Blank2014fROI-encoding,t5-large-untrained,-0.008108817,0.02454336,1024.0
encoder.block.19,Blank2014fROI-encoding,t5-large-untrained,0.050830919,0.084081412,1024.0
encoder.block.20,Blank2014fROI-encoding,t5-large-untrained,0.008565669,0.04372622,1024.0
encoder.block.21,Blank2014fROI-encoding,t5-large-untrained,0.039854531,0.012490045,1024.0
encoder.block.22,Blank2014fROI-encoding,t5-large-untrained,0.016008429,0.081837644,1024.0
encoder.block.23,Blank2014fROI-encoding,t5-large-untrained,0.018155903,0.064701857,1024.0
shared,Blank2014fROI-encoding,t5-3b,0.040059692,0.033657412,1024.0
encoder.block.0,Blank2014fROI-encoding,t5-3b,-0.066874219,0.09522717,1024.0
encoder.block.1,Blank2014fROI-encoding,t5-3b,-0.030545867,0.040994209,1024.0
encoder.block.2,Blank2014fROI-encoding,t5-3b,-0.008551874,0.002239377,1024.0
encoder.block.3,Blank2014fROI-encoding,t5-3b,0.003087197,0.01806611,1024.0
encoder.block.4,Blank2014fROI-encoding,t5-3b,0.077458461,0.039212806,1024.0
encoder.block.5,Blank2014fROI-encoding,t5-3b,-0.0226373,0.027505291,1024.0
encoder.block.6,Blank2014fROI-encoding,t5-3b,-0.043549832,0.168480581,1024.0
encoder.block.7,Blank2014fROI-encoding,t5-3b,-0.003276742,0.074643834,1024.0
encoder.block.8,Blank2014fROI-encoding,t5-3b,-0.001775365,0.100224427,1024.0
encoder.block.9,Blank2014fROI-encoding,t5-3b,0.000189165,0.053788926,1024.0
encoder.block.10,Blank2014fROI-encoding,t5-3b,0.022088737,0.061233892,1024.0
encoder.block.11,Blank2014fROI-encoding,t5-3b,-0.040355687,0.106161316,1024.0
encoder.block.12,Blank2014fROI-encoding,t5-3b,-0.012284962,0.067421858,1024.0
encoder.block.13,Blank2014fROI-encoding,t5-3b,0.020382317,0.033140885,1024.0
encoder.block.14,Blank2014fROI-encoding,t5-3b,-0.047061639,0.043348633,1024.0
encoder.block.15,Blank2014fROI-encoding,t5-3b,-0.042834699,0.073031216,1024.0
encoder.block.16,Blank2014fROI-encoding,t5-3b,0.064123816,0.074419136,1024.0
encoder.block.17,Blank2014fROI-encoding,t5-3b,0.041865275,0.051859344,1024.0
encoder.block.18,Blank2014fROI-encoding,t5-3b,0.124180976,0.016767175,1024.0
encoder.block.19,Blank2014fROI-encoding,t5-3b,0.063411831,0.021414408,1024.0
encoder.block.20,Blank2014fROI-encoding,t5-3b,0.01845668,0.063059211,1024.0
encoder.block.21,Blank2014fROI-encoding,t5-3b,0.090381466,0.09331394,1024.0
encoder.block.22,Blank2014fROI-encoding,t5-3b,0.054032765,0.060112743,1024.0
encoder.block.23,Blank2014fROI-encoding,t5-3b,0.120917473,0.102798538,1024.0
shared,Blank2014fROI-encoding,t5-3b-untrained,0.003075627,0.103011272,1024.0
encoder.block.0,Blank2014fROI-encoding,t5-3b-untrained,0.050478653,0.122499034,1024.0
encoder.block.1,Blank2014fROI-encoding,t5-3b-untrained,-0.041976667,0.019489378,1024.0
encoder.block.2,Blank2014fROI-encoding,t5-3b-untrained,0.014626588,0.087580833,1024.0
encoder.block.3,Blank2014fROI-encoding,t5-3b-untrained,0.040071505,0.057235343,1024.0
encoder.block.4,Blank2014fROI-encoding,t5-3b-untrained,0.057176181,0.030045987,1024.0
encoder.block.5,Blank2014fROI-encoding,t5-3b-untrained,0.030167726,0.063565364,1024.0
encoder.block.6,Blank2014fROI-encoding,t5-3b-untrained,0.005881882,0.029451071,1024.0
encoder.block.7,Blank2014fROI-encoding,t5-3b-untrained,0.004365213,0.068740894,1024.0
encoder.block.8,Blank2014fROI-encoding,t5-3b-untrained,0.0090568,0.059709305,1024.0
encoder.block.9,Blank2014fROI-encoding,t5-3b-untrained,0.059316942,0.11742243,1024.0
encoder.block.10,Blank2014fROI-encoding,t5-3b-untrained,0.07063435,0.031551339,1024.0
encoder.block.11,Blank2014fROI-encoding,t5-3b-untrained,0.077706718,0.033302597,1024.0
encoder.block.12,Blank2014fROI-encoding,t5-3b-untrained,-0.004478646,0.012763801,1024.0
encoder.block.13,Blank2014fROI-encoding,t5-3b-untrained,0.031819954,0.077283128,1024.0
encoder.block.14,Blank2014fROI-encoding,t5-3b-untrained,-0.018871976,0.095964221,1024.0
encoder.block.15,Blank2014fROI-encoding,t5-3b-untrained,0.073412826,0.083667145,1024.0
encoder.block.16,Blank2014fROI-encoding,t5-3b-untrained,0.014288232,0.04567796,1024.0
encoder.block.17,Blank2014fROI-encoding,t5-3b-untrained,0.078495139,0.035507329,1024.0
encoder.block.18,Blank2014fROI-encoding,t5-3b-untrained,0.056485754,0.060327725,1024.0
encoder.block.19,Blank2014fROI-encoding,t5-3b-untrained,0.07657172,0.045783996,1024.0
encoder.block.20,Blank2014fROI-encoding,t5-3b-untrained,0.074579961,0.059532387,1024.0
encoder.block.21,Blank2014fROI-encoding,t5-3b-untrained,0.049759919,0.033430277,1024.0
encoder.block.22,Blank2014fROI-encoding,t5-3b-untrained,0.068285228,0.096841212,1024.0
encoder.block.23,Blank2014fROI-encoding,t5-3b-untrained,0.097690767,0.060913953,1024.0
shared,Blank2014fROI-encoding,t5-11b,0.037040922,0.026924294,1024.0
encoder.block.0,Blank2014fROI-encoding,t5-11b,-0.038657726,0.034684942,1024.0
encoder.block.1,Blank2014fROI-encoding,t5-11b,0.009536588,0.069346675,1024.0
encoder.block.2,Blank2014fROI-encoding,t5-11b,0.014261693,0.0603866,1024.0
encoder.block.3,Blank2014fROI-encoding,t5-11b,0.047725852,0.092122228,1024.0
encoder.block.4,Blank2014fROI-encoding,t5-11b,-0.015929026,0.072829335,1024.0
encoder.block.5,Blank2014fROI-encoding,t5-11b,0.063402892,0.103135198,1024.0
encoder.block.6,Blank2014fROI-encoding,t5-11b,0.000928191,0.030723787,1024.0
encoder.block.7,Blank2014fROI-encoding,t5-11b,0.047922069,0.019306265,1024.0
encoder.block.8,Blank2014fROI-encoding,t5-11b,0.061213613,0.086410429,1024.0
encoder.block.9,Blank2014fROI-encoding,t5-11b,0.033470065,0.048974378,1024.0
encoder.block.10,Blank2014fROI-encoding,t5-11b,0.002110856,0.040715038,1024.0
encoder.block.11,Blank2014fROI-encoding,t5-11b,0.041558962,0.058753972,1024.0
encoder.block.12,Blank2014fROI-encoding,t5-11b,0.070914464,0.040592374,1024.0
encoder.block.13,Blank2014fROI-encoding,t5-11b,0.00473633,0.072332651,1024.0
encoder.block.14,Blank2014fROI-encoding,t5-11b,-0.041469521,0.071688494,1024.0
encoder.block.15,Blank2014fROI-encoding,t5-11b,0.00666718,0.010104829,1024.0
encoder.block.16,Blank2014fROI-encoding,t5-11b,0.090325774,0.075602179,1024.0
encoder.block.17,Blank2014fROI-encoding,t5-11b,0.050146694,0.02068373,1024.0
encoder.block.18,Blank2014fROI-encoding,t5-11b,0.012057829,0.041921357,1024.0
encoder.block.19,Blank2014fROI-encoding,t5-11b,0.090548159,0.092530395,1024.0
encoder.block.20,Blank2014fROI-encoding,t5-11b,0.024302135,0.085980652,1024.0
encoder.block.21,Blank2014fROI-encoding,t5-11b,0.007341574,0.07710752,1024.0
encoder.block.22,Blank2014fROI-encoding,t5-11b,0.049908853,0.024620874,1024.0
encoder.block.23,Blank2014fROI-encoding,t5-11b,0.023820213,0.016726101,1024.0
shared,Blank2014fROI-encoding,t5-11b-untrained,0.040788989,0.067268023,1024.0
encoder.block.0,Blank2014fROI-encoding,t5-11b-untrained,-0.016298732,0.014291075,1024.0
encoder.block.1,Blank2014fROI-encoding,t5-11b-untrained,0.012282564,0.033023981,1024.0
encoder.block.2,Blank2014fROI-encoding,t5-11b-untrained,0.036156518,0.064788166,1024.0
encoder.block.3,Blank2014fROI-encoding,t5-11b-untrained,-0.006409213,0.10164005,1024.0
encoder.block.4,Blank2014fROI-encoding,t5-11b-untrained,0.025755848,0.064948203,1024.0
encoder.block.5,Blank2014fROI-encoding,t5-11b-untrained,-0.049692886,0.02922263,1024.0
encoder.block.6,Blank2014fROI-encoding,t5-11b-untrained,0.06889885,0.035286723,1024.0
encoder.block.7,Blank2014fROI-encoding,t5-11b-untrained,0.017303879,0.106162957,1024.0
encoder.block.8,Blank2014fROI-encoding,t5-11b-untrained,-0.029713201,0.103232473,1024.0
encoder.block.9,Blank2014fROI-encoding,t5-11b-untrained,0.035372976,0.009510263,1024.0
encoder.block.10,Blank2014fROI-encoding,t5-11b-untrained,0.051836571,0.107415592,1024.0
encoder.block.11,Blank2014fROI-encoding,t5-11b-untrained,0.065482696,0.104611466,1024.0
encoder.block.12,Blank2014fROI-encoding,t5-11b-untrained,0.068820352,0.067435487,1024.0
encoder.block.13,Blank2014fROI-encoding,t5-11b-untrained,-0.009222692,0.023587123,1024.0
encoder.block.14,Blank2014fROI-encoding,t5-11b-untrained,0.020015435,0.093440608,1024.0
encoder.block.15,Blank2014fROI-encoding,t5-11b-untrained,-0.004024392,0.068425677,1024.0
encoder.block.16,Blank2014fROI-encoding,t5-11b-untrained,-0.012056282,0.060681271,1024.0
encoder.block.17,Blank2014fROI-encoding,t5-11b-untrained,0.014567205,0.120018394,1024.0
encoder.block.18,Blank2014fROI-encoding,t5-11b-untrained,-0.054060752,0.092204901,1024.0
encoder.block.19,Blank2014fROI-encoding,t5-11b-untrained,-0.020939051,0.096744822,1024.0
encoder.block.20,Blank2014fROI-encoding,t5-11b-untrained,0.055810299,0.032153098,1024.0
encoder.block.21,Blank2014fROI-encoding,t5-11b-untrained,0.035132892,0.054947061,1024.0
encoder.block.22,Blank2014fROI-encoding,t5-11b-untrained,0.070448834,0.056616835,1024.0
encoder.block.23,Blank2014fROI-encoding,t5-11b-untrained,0.004590199,0.036904725,1024.0
embeddings,Blank2014fROI-encoding,albert-base-v1,0.126729242,0.12314557,768.0
encoder.albert_layer_groups.0,Blank2014fROI-encoding,albert-base-v1,0.060191637,0.034254229,768.0
encoder.albert_layer_groups.1,Blank2014fROI-encoding,albert-base-v1,0.094269649,0.073211606,768.0
encoder.albert_layer_groups.2,Blank2014fROI-encoding,albert-base-v1,0.117483156,0.079763664,768.0
encoder.albert_layer_groups.3,Blank2014fROI-encoding,albert-base-v1,0.10441291,0.124889395,768.0
encoder.albert_layer_groups.4,Blank2014fROI-encoding,albert-base-v1,0.020569451,0.100652945,768.0
encoder.albert_layer_groups.5,Blank2014fROI-encoding,albert-base-v1,0.115711822,0.078671251,768.0
encoder.albert_layer_groups.6,Blank2014fROI-encoding,albert-base-v1,0.077337553,0.043409897,768.0
